station_name,restaurant_name,distance,address,categories,rating,review_count
373 - Metro La Peseta,Il Pomo D'Oro,170.87414001199716,No address,Italian,3.5,2
373 - Metro La Peseta,KFC,141.02581121069701,No address,"Fast Food, Chicken Shop",3.0,1
373 - Metro La Peseta,Pizza Pazza,1955.9266422846274,No address,"Pizza, Italian",4.0,6
373 - Metro La Peseta,Asador Avelino,1065.557398103983,No address,Steakhouses,4.0,4
373 - Metro La Peseta,Terraza Aeroclub Chillout,1388.9488453759293,No address,"Mediterranean, Lounges",4.0,3
373 - Metro La Peseta,Peter Rabbit AND Friends,68.48852877267068,No address,Restaurants,1.0,1
373 - Metro La Peseta,La Galeria Cafe,179.67373415075144,No address,"Cafeteria, Bars, Tabernas",0.0,0
373 - Metro La Peseta,Asador Don Antonio,936.0392744896023,No address,"Spanish, Steakhouses",4.0,1
373 - Metro La Peseta,El Rincon de Coimbra,2091.984528821981,No address,"Portuguese, Spanish",4.5,2
373 - Metro La Peseta,Centro,254.00681304326946,No address,Dim Sum,0.0,0
373 - Metro La Peseta,Madroñal,1335.906120869319,No address,"Dive Bars, Spanish, Tapas/Small Plates",4.7,3
373 - Metro La Peseta,Bar Julio,1534.4258245614985,No address,Tapas/Small Plates,4.0,1
373 - Metro La Peseta,Papa John's,432.87916746509376,No address,Pizza,0.0,0
373 - Metro La Peseta,El Guitarra,1260.423220728781,No address,Spanish,0.0,0
373 - Metro La Peseta,Barbacoa Fast,291.047856916389,No address,Restaurants,0.0,0
183 - Hermosilla - Doctor Esquerdo,El Paraguas,1410.9638971350644,No address,"Spanish, Asturian",4.3,60
183 - Hermosilla - Doctor Esquerdo,La Gaditana,147.9175167873549,No address,"Seafood, Tapas Bars, Andalusian",3.9,16
183 - Hermosilla - Doctor Esquerdo,Goiko Grill,1987.8894886334774,No address,"Burgers, American, Cafeteria",4.3,73
183 - Hermosilla - Doctor Esquerdo,La Tasqueria,527.2966718930101,No address,"Spanish, Mediterranean",4.8,27
183 - Hermosilla - Doctor Esquerdo,Purnima,160.61448368053505,No address,Indian,4.3,14
183 - Hermosilla - Doctor Esquerdo,Los Montes de Galicia,1015.055313354252,No address,"Spanish, Bars",4.6,77
183 - Hermosilla - Doctor Esquerdo,El Gran Barril,321.318094759927,No address,"Seafood, Spanish",4.5,17
183 - Hermosilla - Doctor Esquerdo,Tandoori Station,485.7606389264665,No address,Indian,4.5,75
183 - Hermosilla - Doctor Esquerdo,Cañadío,960.6167533724342,No address,"Spanish, Tapas/Small Plates",4.7,23
183 - Hermosilla - Doctor Esquerdo,El Fogón de Trifón,264.57977033761654,No address,"Salad, Wine Bars, Gastropubs",4.6,8
183 - Hermosilla - Doctor Esquerdo,La Castela,859.4791657409057,No address,"Spanish, Tapas/Small Plates",4.6,36
183 - Hermosilla - Doctor Esquerdo,Taberna la Gaditana,280.2405454474771,No address,"Tapas/Small Plates, Andalusian, Tabernas",4.3,7
183 - Hermosilla - Doctor Esquerdo,O'Grelo,830.7166479794473,No address,"Seafood, Galician, Tabernas",4.8,21
183 - Hermosilla - Doctor Esquerdo,O'Caldiño,1341.032079621756,No address,"Galician, Seafood",4.4,21
183 - Hermosilla - Doctor Esquerdo,Goiko Grill,642.8632176267331,No address,Burgers,4.1,47
183 - Hermosilla - Doctor Esquerdo,Entre Cáceres y Badajoz,349.77473671797395,No address,"Spanish, Tapas Bars",3.9,48
183 - Hermosilla - Doctor Esquerdo,Ultramarinos Quintín,1373.5918985217866,No address,"Spanish, Gastropubs, Seafood",3.9,48
183 - Hermosilla - Doctor Esquerdo,La Croquetta,229.2293161784691,No address,Tapas Bars,3.3,9
183 - Hermosilla - Doctor Esquerdo,Tablao Flamenco La Quimera,640.3550229600876,No address,"Restaurants, Tablao Flamenco",4.6,18
183 - Hermosilla - Doctor Esquerdo,El Rincon de Jaén,413.48457173219316,No address,"Spanish, Tapas Bars, Andalusian",4.1,21
"420 - Candilejas, 5",Las Costillas,1410.4390809470237,No address,"Barbeque, Steakhouses",4.2,10
"420 - Candilejas, 5",Cruz Blanca de Vallecas,609.7244223527313,No address,Spanish,3.8,6
"420 - Candilejas, 5",100 Montaditos,214.66200512078933,No address,"Beer Bar, Sandwiches",4.5,2
"420 - Candilejas, 5",Cafetería de la Asamblea de Madrid,141.26060364376997,No address,"Coffee & Tea, Spanish, Tapas Bars",4.0,1
"420 - Candilejas, 5",La J de Joaquín,192.4232145940276,No address,"Cafeteria, Tapas Bars, Tapas/Small Plates",0.0,0
"420 - Candilejas, 5",Pizzeria VK,910.385139635794,No address,"Italian, Pizza",5.0,2
"420 - Candilejas, 5",La Cervecera,1220.770784895565,No address,Spanish,3.3,11
"420 - Candilejas, 5",EL Fogón de Paco,1203.1875740011503,No address,Restaurants,4.5,2
"420 - Candilejas, 5",El Gaucho,812.1490754090424,No address,Tabernas,5.0,2
"420 - Candilejas, 5",Cervecería 100 Montaditos,1435.059901671192,No address,"Sandwiches, Tapas Bars",4.3,4
"420 - Candilejas, 5",La Choza de David,166.2682819839367,No address,"Tapas/Small Plates, Spanish",0.0,0
"420 - Candilejas, 5",El Cortijo,1266.3389696052332,No address,"Tablao Flamenco, Spanish",4.7,3
"420 - Candilejas, 5",Horno Castellano,73.41158615657457,No address,Restaurants,0.0,0
"420 - Candilejas, 5",Il Bambino de la Bambola,1130.6734204232503,No address,Italian,4.5,2
"420 - Candilejas, 5",Muxia,1775.5986120026284,No address,"Spanish, Tapas/Small Plates, Galician",4.0,3
"420 - Candilejas, 5",Parador de Sanabria,324.85549991514335,No address,"Spanish, Tapas Bars",4.0,1
"420 - Candilejas, 5",Vara S Pascual,112.79979622640467,No address,Restaurants,0.0,0
"420 - Candilejas, 5",Vadepizza,1307.2248365148123,No address,Pizza,4.0,1
"420 - Candilejas, 5",La María,390.6892481410705,No address,"Tapas/Small Plates, Tapas Bars, Tabernas",0.0,0
"420 - Candilejas, 5",Cafeteria la Encinilla II,184.23977436123369,No address,"Restaurants, General Contractors",0.0,0
526 - Plaza del Liceo,El Güero,1172.2513890893,No address,"Latin American, Mexican",4.4,29
526 - Plaza del Liceo,The Knife,995.9830671221873,No address,"Steakhouses, Argentine",4.1,22
526 - Plaza del Liceo,Minotauro,830.6362360181735,No address,"Spanish, Beer Bar, Cocktail Bars",5.0,5
526 - Plaza del Liceo,El Bund,1193.476815349428,No address,Dim Sum,3.7,19
526 - Plaza del Liceo,Everest Tandoori,842.4173971218304,No address,Himalayan/Nepalese,4.7,10
526 - Plaza del Liceo,A' Fenestella,1301.9860975637273,No address,"Italian, Pizza",4.2,22
526 - Plaza del Liceo,Beytna,340.34592062255086,No address,Middle Eastern,4.6,5
526 - Plaza del Liceo,Foster's Hollywood,861.743428962321,No address,"American, Burgers",4.0,4
526 - Plaza del Liceo,Il profumo,173.61618006905962,No address,Italian,3.0,1
526 - Plaza del Liceo,LA VACA,856.363578637919,No address,"Argentine, Steakhouses, Signature Cuisine",4.6,5
526 - Plaza del Liceo,La Tagliatella,907.1712536119351,No address,Italian,4.0,5
526 - Plaza del Liceo,La Vegana,606.3743088291446,No address,"Bars, Spanish",4.0,6
526 - Plaza del Liceo,Casa Lobo,796.2336835587474,No address,"Cocktail Bars, Mediterranean",5.0,2
526 - Plaza del Liceo,Gran Hong Kong,1321.296423233477,No address,Chinese,4.3,3
526 - Plaza del Liceo,Tommy Mel's,805.5025007116496,No address,"American, Burgers",2.7,9
526 - Plaza del Liceo,Frangus,882.4588108542947,No address,"Portuguese, Food Delivery Services",3.9,8
526 - Plaza del Liceo,Beef Place,1182.468045508022,No address,Argentine,3.6,8
526 - Plaza del Liceo,Pale Ale,1192.190832727868,No address,"Jazz & Blues, Burgers, Irish Pub",3.1,10
526 - Plaza del Liceo,Chocarro,46.82704027626851,No address,Restaurants,0.0,0
526 - Plaza del Liceo,Matsuri,1716.7169412055146,No address,Japanese,4.2,6
137 - Plaza de la República Argentina,Casa Benigna,977.9525871262753,No address,Arroceria / Paella,4.8,70
137 - Plaza de la República Argentina,Sala de Despiece,1459.9885131924188,No address,"Gastropubs, Tapas Bars, Tabernas",4.3,100
137 - Plaza de la República Argentina,Lakasa,1397.1097839467275,No address,"Spanish, Signature Cuisine",4.8,55
137 - Plaza de la República Argentina,Goiko Grill,872.811514550939,No address,"Burgers, American, Cafeteria",4.3,73
137 - Plaza de la República Argentina,Los Montes de Galicia,1872.563403469505,No address,"Spanish, Bars",4.6,77
137 - Plaza de la República Argentina,Diverxo,1384.6383275968672,No address,"Signature Cuisine, Mediterranean",4.5,61
137 - Plaza de la República Argentina,La Gabinoteca,1076.5607171198076,No address,"Spanish, Modern European",4.1,66
137 - Plaza de la República Argentina,Bacira,1736.272626447336,No address,"Spanish, Asian Fusion",4.8,23
137 - Plaza de la República Argentina,Cañadío,1627.3315313627122,No address,"Spanish, Tapas/Small Plates",4.7,23
137 - Plaza de la República Argentina,Tatel,1457.5192781377555,No address,"Spanish, Seafood, Mediterranean",4.0,45
137 - Plaza de la República Argentina,InterContinental Madrid,1093.1083461579585,No address,"Hotels, Venues & Event Spaces, International",4.4,36
137 - Plaza de la República Argentina,Las Tortillas de Gabino,1486.4846285633014,No address,"Modern European, Spanish",4.5,26
137 - Plaza de la República Argentina,Miyama,1143.6608136483758,No address,"Japanese, Sushi Bars",4.5,30
137 - Plaza de la República Argentina,Jai Alai,297.41484678206035,No address,"Basque, Spanish, Tapas/Small Plates",4.4,8
137 - Plaza de la República Argentina,Goiko Grill,1235.0736939419971,No address,Burgers,4.4,29
137 - Plaza de la República Argentina,Ristorante Il Pastaio,1046.6433609273001,No address,Italian,4.5,24
137 - Plaza de la República Argentina,Casa de Aragón,33.43052379931845,No address,Spanish,5.0,2
137 - Plaza de la República Argentina,Lúa,1644.2223059358594,No address,"Spanish, Modern European, Signature Cuisine",4.2,26
137 - Plaza de la República Argentina,Tierra,1382.056390872773,No address,"American, Mexican, Vegetarian",4.5,21
137 - Plaza de la República Argentina,New York Burger,741.7412000311294,No address,Burgers,4.3,24
513 - Centro Deportivo Mpal. Pepu Hernández,O'Camiño,201.0100031885543,No address,"Seafood, Galician, Arroceria / Paella",3.8,4
513 - Centro Deportivo Mpal. Pepu Hernández,Green Tavern,1769.142633721373,No address,"Irish Pub, Burgers, Tapas/Small Plates",4.1,9
513 - Centro Deportivo Mpal. Pepu Hernández,Do Meigo,170.79210368872555,No address,Spanish,3.0,3
513 - Centro Deportivo Mpal. Pepu Hernández,La Almadraba,117.5987800246899,No address,Tabernas,4.0,1
513 - Centro Deportivo Mpal. Pepu Hernández,Black & Gold,1579.8638797278002,No address,"Irish, Burgers, Sandwiches",3.8,4
513 - Centro Deportivo Mpal. Pepu Hernández,Mesón Riaño,788.0034807344938,No address,"Spanish, Tapas Bars",4.0,1
513 - Centro Deportivo Mpal. Pepu Hernández,Jaizkibel Artesanos Cocineros,1904.261878118163,No address,"Basque, Seafood",4.0,4
513 - Centro Deportivo Mpal. Pepu Hernández,El Gurú,201.842053234069,No address,"Tapas/Small Plates, Spanish",0.0,0
513 - Centro Deportivo Mpal. Pepu Hernández,VIPS,1559.9071205820899,No address,"Burgers, Fast Food, American",4.0,2
513 - Centro Deportivo Mpal. Pepu Hernández,GO! Sushing,290.66323693699616,No address,"Japanese, Sushi Bars",0.0,0
513 - Centro Deportivo Mpal. Pepu Hernández,La Fontana,1601.4267457866374,No address,Spanish,3.8,4
513 - Centro Deportivo Mpal. Pepu Hernández,Victoria,763.9409565249263,No address,Chinese,3.7,3
513 - Centro Deportivo Mpal. Pepu Hernández,Antica Pizza,1507.8471047752805,No address,"Pizza, Salad, Italian",4.0,2
513 - Centro Deportivo Mpal. Pepu Hernández,Freiduría El Chaval,1504.2763130193898,No address,"Galician, Tapas/Small Plates",4.0,2
513 - Centro Deportivo Mpal. Pepu Hernández,El Rincon de Chana,566.0813130490766,No address,Spanish,3.7,3
513 - Centro Deportivo Mpal. Pepu Hernández,Hosteleras Suecia,147.83665948539274,No address,"Restaurants, General Contractors",0.0,0
513 - Centro Deportivo Mpal. Pepu Hernández,Miago,254.36979168711827,No address,"Cafeteria, Patisserie/Cake Shop, Bakeries",0.0,0
513 - Centro Deportivo Mpal. Pepu Hernández,La Grada,738.4413851039233,No address,"Burgers, Beer Bar",4.0,1
513 - Centro Deportivo Mpal. Pepu Hernández,La Botelleria Del Ermitaño,144.8638138576869,No address,Restaurants,0.0,0
513 - Centro Deportivo Mpal. Pepu Hernández,Fastgrill,294.7524217948662,No address,"Burgers, Barbeque",0.0,0
419 - Estación de tren de El Pozo,Pizzeria VK,606.9027570577124,No address,"Italian, Pizza",5.0,2
419 - Estación de tren de El Pozo,Cruz Blanca de Vallecas,1514.1900789287217,No address,Spanish,3.8,6
419 - Estación de tren de El Pozo,EL Fogón de Paco,869.4270702836607,No address,Restaurants,4.5,2
419 - Estación de tren de El Pozo,El Gaucho,1565.1782256952304,No address,Tabernas,5.0,2
419 - Estación de tren de El Pozo,Muxia,919.90776853766,No address,"Spanish, Tapas/Small Plates, Galician",4.0,3
419 - Estación de tren de El Pozo,Giumas Style,208.804208159888,No address,Restaurants,0.0,0
419 - Estación de tren de El Pozo,El Lagar,821.5023172580272,No address,Spanish,4.0,1
419 - Estación de tren de El Pozo,Lorenzo,1707.3394373391538,No address,"Spanish, Tapas Bars",4.5,2
419 - Estación de tren de El Pozo,All In Bar,1628.0080237102552,No address,"Spanish, Tapas Bars, Wine Bars",5.0,1
419 - Estación de tren de El Pozo,Evin,606.9027570577124,No address,"Pizza, Turkish",4.3,3
419 - Estación de tren de El Pozo,Dominicaña,1110.0977052813935,No address,"Dive Bars, Beer Bar, Breakfast & Brunch",5.0,1
419 - Estación de tren de El Pozo,Telepizza,1617.5183286791066,No address,Pizza,4.0,1
419 - Estación de tren de El Pozo,Calidad Diaz,814.6115718580633,No address,"Food, Chicken Shop, Restaurant Supplies",0.0,0
419 - Estación de tren de El Pozo,Collado Cuesta Jose Maria,259.4331167232624,No address,Restaurants,0.0,0
419 - Estación de tren de El Pozo,La Guarida,911.4178496569299,No address,"Tapas Bars, Cafeteria, Burgers",5.0,1
419 - Estación de tren de El Pozo,La Estación de los Porches,1899.7099661860875,No address,Spanish,2.3,4
419 - Estación de tren de El Pozo,Asador de pollos El Chulipollo,1955.9497150325801,No address,"Food Delivery Services, Rotisserie Chicken",5.0,1
419 - Estación de tren de El Pozo,Bailén,1637.4412238787038,No address,Tapas Bars,4.0,2
419 - Estación de tren de El Pozo,Monte Regio Alimentacion Artesanal,647.496010239772,No address,Spanish,1.0,1
419 - Estación de tren de El Pozo,La Perla,1136.224198383033,No address,Tapas Bars,4.0,3
475 - Aurora Boreal - Minerva,Vicus,341.09554099559494,No address,Tapas Bars,4.6,7
475 - Aurora Boreal - Minerva,El Águila,392.85387810271624,No address,"Spanish, Wine Bars",3.5,4
475 - Aurora Boreal - Minerva,La Taberna de Yoli,924.6221513833808,No address,"Tabernas, Tapas Bars, Spanish",4.0,3
475 - Aurora Boreal - Minerva,El Buen Gusto,50.06885761111313,No address,"Tapas Bars, Falafel",2.0,3
475 - Aurora Boreal - Minerva,Donde Siempre,222.48654204457435,No address,"Tapas Bars, Bars",2.0,1
475 - Aurora Boreal - Minerva,La Rueda,631.6035058471024,No address,"Tapas/Small Plates, Spanish",4.0,1
475 - Aurora Boreal - Minerva,Sienna Vicalvaro,416.2086984093675,No address,"Ice Cream & Frozen Yogurt, Cafeteria",4.3,4
475 - Aurora Boreal - Minerva,Reina Banana,525.4196771450343,No address,Vegan,5.0,1
475 - Aurora Boreal - Minerva,La Taberna de Chana,359.83543018929305,No address,"Spanish, Tapas/Small Plates",2.7,3
475 - Aurora Boreal - Minerva,la Espiga de Valderribas,218.1407345509889,No address,Coffee & Tea,4.0,2
475 - Aurora Boreal - Minerva,Bar Antonio,597.5958149318376,No address,"Bars, Tapas Bars",3.4,7
475 - Aurora Boreal - Minerva,El Chapinal,573.6141829931707,No address,"Burgers, Sandwiches",4.0,2
475 - Aurora Boreal - Minerva,Casa Botija,622.5443834580464,No address,Tapas/Small Plates,4.0,1
475 - Aurora Boreal - Minerva,Gredos,695.1798781754935,No address,"Spanish, Tapas Bars",4.5,2
475 - Aurora Boreal - Minerva,Calavi,902.7044393158428,No address,Tapas Bars,4.0,2
475 - Aurora Boreal - Minerva,A.J. Friend's,375.93617906565385,No address,"Arroceria / Paella, Tapas Bars",2.0,1
475 - Aurora Boreal - Minerva,Bernis,357.3502223582801,No address,Churros,4.0,1
475 - Aurora Boreal - Minerva,La Facultad,898.2522106268784,No address,Tapas/Small Plates,4.0,2
475 - Aurora Boreal - Minerva,La Birra es Bella,1494.3175480755117,No address,Spanish,4.0,1
475 - Aurora Boreal - Minerva,Asador de vicalvaro,351.5884358859517,No address,Spanish,4.0,1
"174 - Paseo de las Yeserías, 45",Tinto y Tapas,1811.5111328986611,No address,"Tapas Bars, Wine Bars, Tabernas",4.5,177
"174 - Paseo de las Yeserías, 45",Más Al Sur,1635.9109970671786,No address,Spanish,4.5,155
"174 - Paseo de las Yeserías, 45",Cafelito,1259.8938710184566,No address,"Coffee & Tea, Breakfast & Brunch",4.6,71
"174 - Paseo de las Yeserías, 45",La Bodega de Los Secretos,1782.3984228079257,No address,"Spanish, Mediterranean",4.4,46
"174 - Paseo de las Yeserías, 45",Ôven,1740.2888138328422,No address,"Italian, Bars",4.4,40
"174 - Paseo de las Yeserías, 45",El Rincón Asturiano,1410.9804194798105,No address,"Spanish, Asturian, Tapas Bars",4.3,39
"174 - Paseo de las Yeserías, 45",Los Porfiados,1552.3319548289498,No address,"Argentine, Spanish",4.6,33
"174 - Paseo de las Yeserías, 45",Mis Tradiciones,450.0074885261575,No address,Peruvian,4.1,13
"174 - Paseo de las Yeserías, 45",Donde da la Vuelta el Viento,1065.0635992161458,No address,"Tapas Bars, Spanish, Modern European",4.3,39
"174 - Paseo de las Yeserías, 45",Tribuetxe,1146.5076184002367,No address,"Basque, Tapas/Small Plates",4.4,23
"174 - Paseo de las Yeserías, 45",El Patio Vertical,1860.3066284128167,No address,"Coffee & Tea, Breakfast & Brunch",4.3,54
"174 - Paseo de las Yeserías, 45",Corazón Agavero Mezcaloteca,1374.0494711342674,No address,"Cocktail Bars, Mexican",4.7,17
"174 - Paseo de las Yeserías, 45",La Gelateria di Angelo,80.00482392633654,No address,"Ice Cream & Frozen Yogurt, Gluten-Free, Cafeteria",4.7,9
"174 - Paseo de las Yeserías, 45",El Valle,898.662642426231,No address,"Asturian, Tapas Bars",4.2,21
"174 - Paseo de las Yeserías, 45",MartinaCocina,1450.2056540274502,No address,"Modern European, Coffee & Tea, Caterers",4.4,37
"174 - Paseo de las Yeserías, 45",Steak Burger,1738.5051560897602,No address,"American, Burgers, Steakhouses",4.1,29
"174 - Paseo de las Yeserías, 45",Atocha Tandoori,1284.7936180501144,No address,Indian,4.9,18
"174 - Paseo de las Yeserías, 45",O Pazo de Lugo,1409.4238588098176,No address,"Spanish, Galician, Tapas/Small Plates",4.1,56
"174 - Paseo de las Yeserías, 45",Oviedo,49.28352972559751,No address,Asturian,3.8,4
"174 - Paseo de las Yeserías, 45",Pui Thai Tapas,1153.3810594274205,No address,Thai,4.2,31
203 - General Ampudia - San Francisco Sales,Sala de Despiece,1337.7124215639587,No address,"Gastropubs, Tapas Bars, Tabernas",4.3,100
203 - General Ampudia - San Francisco Sales,Lakasa,1168.2906103939943,No address,"Spanish, Signature Cuisine",4.8,55
203 - General Ampudia - San Francisco Sales,La Musa,1670.0349589756024,No address,"Bars, Mediterranean, Breakfast & Brunch",4.3,108
203 - General Ampudia - San Francisco Sales,80 Grados,1712.7433699670503,No address,"Spanish, Tapas Bars",4.2,55
203 - General Ampudia - San Francisco Sales,Tuk Tuk,1707.390303686184,No address,Pan Asian,4.2,68
203 - General Ampudia - San Francisco Sales,Bacira,1560.942095918971,No address,"Spanish, Asian Fusion",4.8,23
203 - General Ampudia - San Francisco Sales,La H es Muda,1618.120396798588,No address,Burgers,4.3,38
203 - General Ampudia - San Francisco Sales,Pimiento Verde,1451.9766314724427,No address,Basque,4.5,29
203 - General Ampudia - San Francisco Sales,La Rollerie,281.6030473666312,No address,"Breakfast & Brunch, Burgers",4.1,17
203 - General Ampudia - San Francisco Sales,The Little Big Café,745.8154979276085,No address,"Breakfast & Brunch, Coffee & Tea, Juice Bars & Smoothies",4.4,73
203 - General Ampudia - San Francisco Sales,Burnout,1382.5502779552014,No address,"Burgers, American",4.3,31
203 - General Ampudia - San Francisco Sales,The Toast,832.2209338192624,No address,"Breakfast & Brunch, Cocktail Bars, Sandwiches",4.1,57
203 - General Ampudia - San Francisco Sales,Cafetería HD,654.6168999406923,No address,"Burgers, Cocktail Bars",4.2,60
203 - General Ampudia - San Francisco Sales,Cherry Pecas,107.72608172171331,No address,"Mexican, Mediterranean",3.9,10
203 - General Ampudia - San Francisco Sales,Casa Paco,1358.8473975271156,No address,"Tapas/Small Plates, Breakfast & Brunch",4.3,54
203 - General Ampudia - San Francisco Sales,Alcaravea,402.7366742965456,No address,"Spanish, Mediterranean, Tapas/Small Plates",4.6,18
203 - General Ampudia - San Francisco Sales,Goiko Grill,1889.4794282162263,No address,Burgers,4.4,29
203 - General Ampudia - San Francisco Sales,Tierra,647.7189374189428,No address,"Mexican, Vegetarian, American",4.0,61
203 - General Ampudia - San Francisco Sales,Ristorante Il Pastaio,1490.2938804286537,No address,Italian,4.5,24
203 - General Ampudia - San Francisco Sales,La Tape,1608.3853543349717,No address,"Spanish, Beer Bar, Tapas Bars",4.1,40
615 - Avenida Juan de Andrés 21,Viejo Almacén de Buenos Aires,1366.863650342905,No address,"Argentine, Steakhouses, Music Venues",4.7,7
615 - Avenida Juan de Andrés 21,Oriental Palace,473.5193843469727,No address,Chinese,5.0,4
615 - Avenida Juan de Andrés 21,Casa Pepe,903.4078877965842,No address,Tapas Bars,3.6,22
615 - Avenida Juan de Andrés 21,Tavern-Tran,1946.6483086901749,No address,Tapas/Small Plates,4.3,4
615 - Avenida Juan de Andrés 21,Mesón del Monte,819.004288565545,No address,"Tapas Bars, Tapas/Small Plates, Spanish",5.0,1
615 - Avenida Juan de Andrés 21,Bistrot,322.5144504684493,No address,Spanish,4.5,2
615 - Avenida Juan de Andrés 21,Casa Mariano,904.4543743219904,No address,Spanish,5.0,1
615 - Avenida Juan de Andrés 21,Tony Roma's,1756.0290376524806,No address,"Seafood, Steakhouses",4.0,4
615 - Avenida Juan de Andrés 21,The Good Burger,1749.864926951266,No address,Burgers,3.2,14
615 - Avenida Juan de Andrés 21,Los Granaínos,1390.8112817893211,No address,"Tapas/Small Plates, Spanish",3.7,3
615 - Avenida Juan de Andrés 21,Luas Irish Tavern,1970.4658106932854,No address,"Beer Bar, Tapas Bars, Cocktail Bars",4.0,1
615 - Avenida Juan de Andrés 21,La Muralla de Ávila,1823.818458764589,No address,"Spanish, Tapas/Small Plates",4.3,4
615 - Avenida Juan de Andrés 21,Del Caz,575.3419923004813,No address,Spanish,5.0,1
615 - Avenida Juan de Andrés 21,Ti Amo,1577.6688999656717,No address,"Italian, Pizza",4.0,4
615 - Avenida Juan de Andrés 21,El Hayedo de José,1807.1366693914104,No address,"Spanish, Tapas Bars",3.8,6
615 - Avenida Juan de Andrés 21,Villa Madrid,176.40449167373941,No address,Spanish,0.0,0
615 - Avenida Juan de Andrés 21,Rosca Pizza,1223.8167203777748,No address,Italian,4.0,6
615 - Avenida Juan de Andrés 21,Bar El Rincón,348.21079523415654,No address,Spanish,5.0,1
615 - Avenida Juan de Andrés 21,Madrid Delicia,1543.7368324138984,No address,"Bakeries, Coffee & Tea, Breakfast & Brunch",4.8,5
615 - Avenida Juan de Andrés 21,El Murciano Sirod,1626.4306121861055,No address,"Spanish, Barbeque, Beer Bar",0.0,0
518 - Tampico - Plaza Barbados,Mad Brewing,1213.7217514645513,No address,"Breweries, Gastropubs",4.5,19
518 - Tampico - Plaza Barbados,La Tagliatella,764.226524380294,No address,Italian,4.6,24
518 - Tampico - Plaza Barbados,Matsuri,84.6752467345456,No address,Japanese,4.2,6
518 - Tampico - Plaza Barbados,Docamar,1634.0703713723217,No address,"Spanish, Tapas Bars, Tapas/Small Plates",4.1,44
518 - Tampico - Plaza Barbados,La Gran Pulpería,1702.0576674528118,No address,"Spanish, Galician",3.9,18
518 - Tampico - Plaza Barbados,La Canica,1897.1733557674227,No address,Spanish,4.6,11
518 - Tampico - Plaza Barbados,The Knife,1437.2189190885676,No address,"Steakhouses, Argentine",4.1,22
518 - Tampico - Plaza Barbados,Betelu,1870.1338870313382,No address,"Seafood, Basque",4.6,9
518 - Tampico - Plaza Barbados,La Cocinita de Zoe,27.4862594102333,No address,Spanish,5.0,1
518 - Tampico - Plaza Barbados,Sapama,734.8978405527964,No address,"Tapas/Small Plates, Spanish, Tapas Bars",3.7,28
518 - Tampico - Plaza Barbados,Green Tavern,1476.0097048613386,No address,"Irish Pub, Burgers, Tapas/Small Plates",4.1,9
518 - Tampico - Plaza Barbados,Eu Mundo,61.92555347115033,No address,"Spanish, Cafeteria",5.0,1
518 - Tampico - Plaza Barbados,Monty's,1196.443846038651,No address,"Tapas Bars, Spanish, Tapas/Small Plates",4.0,4
518 - Tampico - Plaza Barbados,A'Conchiña,1930.132583021163,No address,"Tapas Bars, Tapas/Small Plates, Dive Bars",4.2,27
518 - Tampico - Plaza Barbados,Happiness,355.09926911152473,No address,"Asian Fusion, Chinese",3.4,8
518 - Tampico - Plaza Barbados,Sabor Norteño,1207.9386469141098,No address,Peruvian,5.0,5
518 - Tampico - Plaza Barbados,Troade Cerveceria,1186.750762960163,No address,"Burgers, Beer Bar, American",4.4,5
518 - Tampico - Plaza Barbados,Sabor Azafrán,519.066606734483,No address,Persian/Iranian,4.5,4
518 - Tampico - Plaza Barbados,Casa Tampico,17.818540933384185,No address,Spanish,0.0,0
518 - Tampico - Plaza Barbados,El Racó,349.51235944270366,No address,Spanish,3.8,4
101 - Metro O'Donnell,La Tasqueria,354.92136337424614,No address,"Spanish, Mediterranean",4.8,27
101 - Metro O'Donnell,El Paraguas,1368.2463670608706,No address,"Spanish, Asturian",4.3,60
101 - Metro O'Donnell,La Gaditana,235.63697402387444,No address,"Seafood, Tapas Bars, Andalusian",3.9,16
101 - Metro O'Donnell,Los Montes de Galicia,1300.9280636452922,No address,"Spanish, Bars",4.6,77
101 - Metro O'Donnell,Purnima,137.97357001420775,No address,Indian,4.3,14
101 - Metro O'Donnell,El Gran Barril,349.14614404170857,No address,"Seafood, Spanish",4.5,17
101 - Metro O'Donnell,Cañadío,1207.331711938652,No address,"Spanish, Tapas/Small Plates",4.7,23
101 - Metro O'Donnell,La Castela,669.7952742501111,No address,"Spanish, Tapas/Small Plates",4.6,36
101 - Metro O'Donnell,O'Grelo,595.0653896932083,No address,"Seafood, Galician, Tabernas",4.8,21
101 - Metro O'Donnell,Tandoori Station,758.0884644899004,No address,Indian,4.5,75
101 - Metro O'Donnell,Street Xo,1558.9108451747409,No address,"Gastropubs, Asian Fusion, Spanish",4.2,122
101 - Metro O'Donnell,Ultramarinos Quintín,1335.2251199000123,No address,"Spanish, Gastropubs, Seafood",3.9,48
101 - Metro O'Donnell,O'Caldiño,1410.3166426699127,No address,"Galician, Seafood",4.4,21
101 - Metro O'Donnell,Goiko Grill,821.4610648235092,No address,Burgers,4.1,47
101 - Metro O'Donnell,La Croquetta,139.45806843062036,No address,Tapas Bars,3.3,9
101 - Metro O'Donnell,La Tagliatella,312.12691485421925,No address,Italian,4.0,8
101 - Metro O'Donnell,Tablao Flamenco La Quimera,722.8831650393599,No address,"Restaurants, Tablao Flamenco",4.6,18
101 - Metro O'Donnell,La Maruca,1278.1371777696017,No address,"Spanish, Gastropubs, Tapas/Small Plates",4.0,50
